Change No.,Assign Dept,Category,Chs Change Level,Current Phase,Orig Date Entered,Requested Date,Close Time,Change Status,Title,Description,Requested by,Estimated LOE,Chs 2020 Focus,Chs Project,Owner,Chs Est Hours over 100,Priority Code,Logical Name,Affected Item,Actual Outage End
"C1175600","SOLUTIONS_DELIVERY_NONCLINICAL","SOFTWARE REQUEST","2","ESS - IMPLEMENTATION","02/21/17 12:04:16","09/06/17 00:00:00","","IN PROGRESS","MRO to replace CIOX","MRO to replace CIOX

Requesting new software / Release of Information Vendor for the system.
Requested By Date: 08/01/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
Requesting new software / Release of Information Vendor for the system.  Currently, Ciox is providing ROI services for the organization.  Their contract / service will be replaced with a new vendor. Requesting project for operational and technical services for successful implementation.
Provide clinical and/or financial background information pertinent to the business need:
Replacing current vendor, Ciox for System level support for Release of Information services for our patients, clients and stakeholders.
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? Carilion issued PCs
  What other vendors were researched and considered for this solution? N/A
  Please list at least 2 reference locations (non-Carilion) that are using this product: Unknown information from submitter of request
  Please provide the name of the selected vendor: MRO
  Please provide the URL of the selected vendor's web site: www.mrocorp.com
Would this initiative replace an existing solution? Yes
  What is the solution being replaced? Release of Information
If this request is denied or delayed, what may happen as a result? Lack in ROI support  for the  organizaiton, patients, clients and stakeholders
Who is your financial advisor? Unknown information provided to the submitter
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
savings for our clients, patients, and stakeholders
Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient
Is this a clinical or non-clinical based system? Non-Clinical","ARBARGER","550","FINANCIAL VITALITY","YES","RBFARRIS","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1176561","SOLUTIONS_DELIVERY_CLINICAL","RFC - IMPLEMENTATION","2","RFC - RESEARCH","02/23/17 11:25:19","12/08/17 00:00:00","","IN PROGRESS","Sunquest Lab Collection Manager implementation","Wireless connectivity is all that will be needed from Carilion at this time.



To decrease risk of mislabeling of labs specimens, we request that ""Collection Manager"" (lab label printers) be installed in each ED room and at each ED nurses station.
Requested By Date: 12/24/16 00:00:00
Provide a short description of the business issue or need you are trying to address:
To decrease risk of mislabeling of labs specimens, we request that ""Collection Manager"" (lab label printers) be installed in each ED room and at each ED nurses station.
Provide clinical and/or financial background information pertinent to the business need:
Mislabeling of lab specimens can results in the wrong labs getting entered into the wrong medical record, potentially, leading to inappropriate admissions. It also can lead to failure to meet regulatory standards.
What are you attempting to achieve and what benefits are you attempting to attain? Must do to prevent patient harm
Has a product or vendor already been reviewed or selected? No
  Would there be an ongoing contract associated with this proposed solution? null
  Would this solution be purchased or leased? null
  Would the solution be hosted offsite in the ""cloud""? null
  From what devices would the solution be accessed? null
  What other vendors were researched and considered for this solution? null
  Please list at least 2 reference locations (non-Carilion) that are using this product: null
  Please provide the name of the selected vendor: null
  Please provide the URL of the selected vendor's web site: null
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? Further mislabeling errors that can lead to patient harm.
Who is your financial advisor? Carrie Callahan
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? No
  Provide a descritpion of the cost savings:

Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Employee, Patient
Is this a clinical or non-clinical based system? Clinical","EWBROWN","350","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","JMYERS","0","4 - LOW","UNLISTED  APPLICATION","APPLICATION SERVICES",""
"C1176702","SOLUTIONS_DELIVERY_CLINICAL","RFC - IMPLEMENTATION","1","RFC - RESEARCH","02/23/17 15:26:28","09/30/18 00:00:00","","IN PROGRESS","2.3 Epicare EAP & Security Refactoring Project - (Access to Care)","Epicare EAP & Security Refactoring Project - FY18","DPMARTIN","1000","INNOVATION","YES","DPMARTIN","0","1 - CRITICAL","EPIC CARE ORDERSET","APPLICATION SERVICES",""
"C1179529","INTAKE_DEFERRED_REQUESTS","SOFTWARE REQUEST","4","ESS - RESEARCH","03/06/17 16:21:44","","","DEFERRED","EPIC Rover Solution","Requested By Date: 01/15/18 00:00:00
Provide a short description of the business issue or need you are trying to address:
Epic's Rover application was reviewed by System Nursing Informatics and Technology Council and overwhelmingly requested to have this submitted as a technology solution to enhance workflow.
Provide clinical and/or financial background information pertinent to the business need:
Rover would support mobile documentation for quick items such as VS, Safety rounds, PRN Medications and other items where a WOW would not be needed.  This could support Respiratory workflow as well.
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? Iphone's deployed for Nurse Call
  What other vendors were researched and considered for this solution? None as Epic Rover integrates wtih current EMR/documentation system
  Please list at least 2 reference locations (non-Carilion) that are using this product: University of Mississippi Medical Center; Scripps Health; Univ of Colorado
  Please provide the name of the selected vendor: Epic
  Please provide the URL of the selected vendor's web site: www.epic.com
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? Additional WOW carts may be needed;  RT solution to support documentation may be needed
Who is your financial advisor? Unknown
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? No
  Provide a descritpion of the cost savings:

Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient
Is this a clinical or non-clinical based system? Clinical","PAGALLAGHER","1500","WORKFORCE FOR THE FUTURE","YES","INTAKEPROCESS","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1180373","SOLUTIONS_DELIVERY_NONCLINICAL","SOFTWARE REQUEST","2","ESS - RESEARCH","03/09/17 07:59:48","","","PENDING CUSTOMER","Provide assisted living pharmacy services to Westlake","Need Salem Pharmacy Qs/1 upgraded to Qs/1 Primecare
Provide clinical and/or financial background information pertinent to the business need:
approved capital project #8734
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? PCs
  What other vendors were researched and considered for this solution? epic, scriptpro
  Please list at least 2 reference locations (non-Carilion) that are using this product: 1
  Please provide the name of the selected vendor: Qs/1 Primecare
  Please provide the URL of the selected vendor's web site: qs1.com
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? lose contract
Who is your financial advisor? Carolyn Brandt
Have you discussed this solution with your financial advisor? Yes
  What dollar amount are you requesting? already approved
  What would the annual operating cost be? 874
  How many net new FTEs would be required for this solution? 0
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
needed to obtain additional cash flow
Will confidential Carilion Clinic information be stored or transmitted by this system? No
  Please check information types that apply: null
Is this a clinical or non-clinical based system? Clinical","CEALVAREZ","250","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","USLEE","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1182535","SOLUTIONS_DELIVERY_CLINICAL","SERVICE CATALOG REQUEST","2","ESS - RESEARCH","03/16/17 19:32:12","12/30/17 00:00:00","","IN PROGRESS","EMU/EEG system upgrade","EMU system upgrade

Is this for a new FTE (Full Time Employee)?

Yes

What device(s) will you be implementing?:

PC / Computer: null

Laptop: null

Printer: null

Scanner: null

Webcam: null

Monitor: null

Docking Station: null

Keyboard: null

Mouse: null

Other: EEG / EMU Lab

Location: ROANOKE MEMORIAL HOSPITAL

Floor: 7

Room: EMU Control Room

Cost Center: 01-01-7033-800600

Requested By Date: 05/31/17 00:00:00

Description:
This request was submitted via Pbase (206191). The current EMU/EEG system needs to be upgraded due to the addition of new EMU Doc.  Current hardware is vendor provided. Desktops would be reused, but need to be placed on the domain. The server needs to be upgraded and the VM environment can be used. There is currently two Citrix servers that can possibly be reused. If not, VM can be used for Citrix. Current studies stored on local NAS will need to be moved like the SLAB. Current data is possibly in the 30-40TB range. The new type of studies will exceed a TB per study depending on the number of days the patient is monitored.","RDHUFFMAN","132","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","CASTOKES","0","","NOT.LISTED","HARDWARE SERVICES",""
"C1183166","INTAKE_IT_GOVERNANCE","SOFTWARE REQUEST","3","ESS - RESEARCH","03/20/17 16:03:58","","","IN PROGRESS","HeartIT Phase 2 - Implement structure reports","HeartIT Phase 2
Requested By Date: 03/21/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
We have implemented a Phase I of the Heart IT project. Currently providers can view studies on HeartIT software and use PowerScribe to dictate report. The goal is to proceed with Phase II and replace PowerScribe reports with the structured report.  Kirk was the project manager and the decision was made to implement Heart IT project in phases as we were working with Compliance to answer questions regarding image sharing.  It was important to move forward as the Leonardo system is outdated and not supported any longer.
Provide clinical and/or financial background information pertinent to the business need:
We received a capital approval to implement Phase I and Phase II. We are being asked to pay remaining balance of $51,182.50 upon installation/Go Live. I don't believe software is fully implemented until we complete phase II and report is created using structured reports.
What are you attempting to achieve and what benefits are you attempting to attain? Necessary to maintain existing revenue or service (break-fix)
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? Any carilion device is compatible as this is web based application
  What other vendors were researched and considered for this solution? Multiple
  Please list at least 2 reference locations (non-Carilion) that are using this product: N/A
  Please provide the name of the selected vendor: Heart IT (Precession software)
  Please provide the URL of the selected vendor's web site: www.http://heartit.com/
Would this initiative replace an existing solution? Yes
  What is the solution being replaced? Leonardo system from Siemens
If this request is denied or delayed, what may happen as a result? We may need to pay remaining balance and the project is not fully implemented. In addtion physicians may be less likely to use structured reporting if not implemented soon.
Who is your financial advisor? N/A - project approved
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? No
  Provide a descritpion of the cost savings:

Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient, Employee, Other
Is this a clinical or non-clinical based system? Clinical","EXSABANOVIC1","750","INNOVATION","YES","INTAKEPROCESS","0","","HEARTIT","APPLICATION SERVICES",""
"C1185343","SOLUTIONS_DELIVERY_CLINICAL","SOFTWARE REQUEST","2","ESS - RESEARCH","03/28/17 16:32:09","","","PENDING REVIEW","Qs/1 NRX system Upgrade and add SharpRx/ShipRx mail order module","Upgrade Qs/1 NRX system to SharpRx and add ShipRx mail order module

Provide clinical and/or financial background information pertinent to the business need: software replacement due to age of software

What are you attempting to achieve and what benefits are you attempting to attain? Necessary to maintain existing revenue or service (break-fix)

Has a product or vendor already been reviewed or selected? Yes

Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? PCs
  What other vendors were researched and considered for this solution? Epic, ScriptPro
  Please list at least 2 reference locations (non-Carilion) that are using this product: University of Michigan, Novant
  Please provide the name of the selected vendor: Qs/1
  Please provide the URL of the selected vendor's web site: qs1.com
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? outdated software
Who is your financial advisor? Carolyn Brandt
Have you discussed this solution with your financial advisor? Yes
  What dollar amount are you requesting? $50K
  What would the annual operating cost be? $800
  How many net new FTEs would be required for this solution? 0
Would there be any cost savings associated with this request? No
  Provide a descritpion of the cost savings:

Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient, Employee, Financial, Other
Is this a clinical or non-clinical based system? Clinical","CEALVAREZ","360","FINANCIAL VITALITY","YES","BXDONALD","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1188353","INTAKE_RAPID_ASSESSMENT","SOFTWARE REQUEST","2","ESS - RESEARCH","04/07/17 10:56:36","","","PENDING REVIEW","VNA: Move All Enterprise Image Storage to VNA (including non-radiology and non-cardiology)","[USL] Requested By Date: 05/15/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
We need an enterprise Image Storage Solution for non-radiology and non-cardiology images.  There needs to be a method for accessioning and indexing the images.  Also, clinicians will need be ability to access via an enterprise viewer.

Please review RFC C1164198 & Problem PM10837 for background information.
Provide clinical and/or financial background information pertinent to the business need:
The TSG Medical Imaging Team has several requests from Urology, ED, Amb, OB/GYN, Endo, etc. requesting the ability store and retrieve their acquired images long-term.  Also, PISO is also require that a solution.
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? No
  Would there be an ongoing contract associated with this proposed solution? null
  Would this solution be purchased or leased? null
  Would the solution be hosted offsite in the ""cloud""? null
  From what devices would the solution be accessed? null
  What other vendors were researched and considered for this solution? null
  Please list at least 2 reference locations (non-Carilion) that are using this product: null
  Please provide the name of the selected vendor: null
  Please provide the URL of the selected vendor's web site: null
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? There will not be a method to store/access the non-radiology/cardiology images long-term.  There may be issues with reimbursement and compliance.
Who is your financial advisor? Elaine Sullivan
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? No
  Provide a descritpion of the cost savings:

Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient
Is this a clinical or non-clinical based system? Clinical","TRSTUCKEY","3000","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","INTAKEPROCESS","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1188771","SOLUTIONS_DELIVERY_CLINICAL","RFC - OPTIMIZATION","2","RFC - IMPLEMENTATION","04/10/17 14:09:56","08/30/17 00:00:00","","IN PROGRESS","Lexicomp implementation","Implement Lexicomp to replace Micromedix for Drug info and Patient education","PBTRIGGER","100","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","CASTOKES","0","2 - HIGH","UNLISTED  APPLICATION","APPLICATION SERVICES",""
"C1189397","SOLUTIONS_DELIVERY_CLINICAL","RFC - OPTIMIZATION","3","RFC - RESEARCH","04/12/17 14:21:52","","","DEFERRED","Research Clinvations RAF Proposal for Carilion Implementation","Research Clinvations RAF Proposal for Carilion Implementation","DMLITTLEPAGE","3000","HEALTHY COMMUNITIES","YES","RBFARRIS","0","1 - CRITICAL","EPIC CARE AMBULATORY","APPLICATION SERVICES",""
"C1189848","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - MAINTENANCE","2","RFC - RESEARCH","04/13/17 16:50:06","04/20/18 00:00:00","","IN PROGRESS","3M 360 Encompass Upgrade to Release 2","The current 3M 360 Encompass product in use at Carilion is the originally installed Release 1 version.  Release 1 will be sunsetted at the end of 2018 (12/31/18).  The implmentation period for Release 2 is significant.  The implementation and training fees for Release 2 will also be significant.  (Order of Magnitude estimate in the $1 million range).

The clients will need to make certain configuration and component decisions as a part of arriving at a final proposal.  The intent of this RFC is to work with clients and other TSG teams to develop the final proposal for the Release 2 upgrade.  A subsequent RFC will be submitted for actual implementation once the project is approved.","GTWOLFORD","1915","FINANCIAL VITALITY","YES","JMYERS","0","3 - MEDIUM","3M ENCOMPASS 360","APPLICATION SERVICES",""
"C1189903","INTAKE_IT_GOVERNANCE","RFC - IMPLEMENTATION","2","RFC - RESEARCH","04/14/17 09:07:46","","","PENDING REVIEW","Phynd - Provider information subscription service for Epic and Cactus","This RFC is to develop the proposal for acquiring and implementing the Phynd provider information product.  If implemented as proposed, Phynd will eliminate our need to manually research/validate external provider information (address, phone, fax, license, etc.) and enable us to interface that information to the existing Cactus and Epic (SER masterfile) systems.

The solution will include costs for licensing and implementation from Phynd as well as from Cactus and Epic.  Both the proposal development and the eventual implementation (via a separate RFC) will require input from the user community, TSG application support team (Administrative Applications/SER), integration team, Chief IT Architect, Carilion Privacy and Information Security, and contracting resources.","GTWOLFORD","1500","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","INTAKEPROCESS","0","3 - MEDIUM","UNLISTED  APPLICATION","APPLICATION SERVICES",""
"C1190012","INTAKE_IT_GOVERNANCE","SOFTWARE REQUEST","4","ESS - RESEARCH","04/14/17 14:28:04","","","PENDING REVIEW","KPI Fire","Project  / Portfolio Solution for Process Improvement / Quality
Requested By Date: 08/01/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
1. Creating a list of active improvement projects in the organization
2. Understanding what strategic initiative(s) a project is aligned to
3. Avoid recreating the wheel via a searchable knowledge base of ACTIVE and COMPLETED projects
4. Provide facilitation tools to assist teams working on continuous improvement projects

NOTE:  THIS PROJECT IS UNDER EVALUATION.  PER DOUG MARTIN'S REQUEST, THE PURPOSE OF THIS SUBMISSION IS TO GIVE A HEADS-UP ON THE POTENTIAL FORMAL REQUEST TO COME.  ALTHOUGH THE SOFTWARE HAS BEEN DESIGNATED FOR KRISTEN GORMAN, IT IS INTENDED TO BE AN ENTERPRISE-LEVEL PRODUCT (no 'enterprise' option in the 'Requested for' field above).

https://www.kpifire.com/
Provide clinical and/or financial background information pertinent to the business need:
The organization currently has no way of knowing what improvement projects are currently being worked on, nor what strategic goals the projects align to.  Thus, as an organization we may dedicate resources to solving a problem that does little or nothing to advance the organization's strategic goals.  The software also provides the ability to load continuous improvement frameworks/methodologies.  This facilitates the efficient and effective execution of an improvement project.
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? No
  Would there be an ongoing contract associated with this proposed solution? null
  Would this solution be purchased or leased? null
  Would the solution be hosted offsite in the ""cloud""? null
  From what devices would the solution be accessed? null
  What other vendors were researched and considered for this solution? null
  Please list at least 2 reference locations (non-Carilion) that are using this product: null
  Please provide the name of the selected vendor: null
  Please provide the URL of the selected vendor's web site: null
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? As an organization, we continue to reinvent the wheel.  We continue lauching projects that my not align to a strategic objective.  We may continue to overextend our people with projects that do not impact higher priority needs.
Who is your financial advisor? Rhonda Shannon
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
As I mentioned earlier, we are at the initial phase of determining if the product will potentially meet our needs.  Regarding cost savings, we will arrive at and execute solutions to problems much efficiently and effectively.  If we decide to go forward with a request to purchase the project, we can provide a more detailed financial analysis then.
Will confidential Carilion Clinic information be stored or transmitted by this system? No
  Please check information types that apply: null
Is this a clinical or non-clinical based system? Non-Clinical","PNOQUINN","400","WORKFORCE FOR THE FUTURE","YES","INTAKEPROCESS","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1190206","SOLUTIONS_DELIVERY_NONCLINICAL","SERVICE CATALOG REQUEST","2","ESS - IMPLEMENTATION","04/17/17 10:09:00","01/15/18 00:00:00","","IN PROGRESS","Decommission the InfiniVault archive (Syngo Dynamics)","Decommission the InfiniVault archive and migrate / store the data on the VNA
Software or Application: SYNGO DYNAMICS

Requested By Date: 00:00:00

Description:
SITUATION
The Siemens Syngo Dynamics (sD) Cardiology archive, ProStor InfiniVault, current state:
•	Supported 1TB tape cartridge capacity has been reached.
•	The 1TB tapes cartridges are being replaced with 2TB tapes (not an officially supported version).
•	Both the primary and secondary archive resides in the same location.  Thus, based on our IBM Business Resiliency program the InfiniVault cannot be used in an active recovery environment.

BACKGROUND
•	The Siemens sD cardiovascular studies were originally slated to be migrated to the Vendor Neutral Archive (VNA).  But, the migration was postponed due to Siemens’ proprietary annotation storage process.  If migrated in this state, clinicians could not view annotations via the enterprise viewer.  They would only be accessible within the sD application.
•	We are currently in the process of upgrading sD.  Once the upgrade is complete, any newly acquired images will store annotations in a standard format.

ASSESSMENT
•	We need to replace or upgrade the InfiniVault system. The decision will affect the storage and retrieval processes to allow for industry standard communication protocols and the ability to integrate the mandatory IBM Resiliency program.

RECOMMENDATION
1.	Our recommendation is to decommission the InfiniVault archive and migrate / store the data on the VNA.  This will provide seamless integration with the IBM Resiliency program. By doing so, it will also allow all referring clinicians the ability to view cardiovascular images, to include annotations, within EPIC Chart Review with the EPIC link.  Estimated cost would be $420k.
2.	Alternative – Continue replacing the 1TB tape cartridges with 2TB tapes.  At our current burn-rate, we estimate capacity would be reached within 40 months.
a.	Risks include:
i.	Inability to recover the archive from the secondary datacenter.
ii.	The 2TB cartridges are not officially supported by the vendor.
iii.	Future migration costs will rise as there will be more studies on the InfiniVault to migrate.

Per Elaine Sullivan (TSG Financial Advisor), the costs to migrate sD images to the VNA would be an operational expense.  Also, since this is an enterprise application, it should be covered under a TSG cost center.","TRSTUCKEY","3000","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","LLWALKIEWICZ","0","","SYNGO DYNAMICS","APPLICATION SERVICES",""
"C1190408","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - OPTIMIZATION","2","RFC - IMPLEMENTATION","04/17/17 14:35:14","12/01/17 00:00:00","","IN PROGRESS","Remediation of vulnerabilities and security concerns","This is a parent / master RFC for the remediation of vulnerabilities and security concerns documented as the result of recent penetration testing.","JEKRISCH","1600","FINANCIAL VITALITY","YES","TLFREEMAN","0","2 - HIGH","UNDETERMINED","UNDETERMINED SERVICES",""
"C1191386","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - MAINTENANCE","2","RFC - IMPLEMENTATION","04/20/17 14:19:25","01/01/19 00:00:00","","IN PROGRESS","IBM - Phase 2  Business Continuity Documentation Gaps & Remediation","Master Incident. IBM - Phase 2  Business Continuity Documentation Gaps & Remediation

**See attached Recovery Remediation Action Items Workbook.","TLFREEMAN","1200","FINANCIAL VITALITY","YES","TLFREEMAN","0","3 - MEDIUM","UNDETERMINED","UNDETERMINED SERVICES",""
"C1192976","SOLUTIONS_DELIVERY_CLINICAL","RFC - IMPLEMENTATION","2","RFC - RESEARCH","04/27/17 17:16:11","03/30/18 00:00:00","","IN PROGRESS","HIMSS Stage 7 organizational preparation","Master request to prepare the organization for the achievement of HIMSS Stage 7.  This will be a multi-level project that will require multiple parallel efforts.","TWMARLOW","1000","INNOVATION","YES","JMYERS","0","1 - CRITICAL","EPIC CARE INPATIENT","APPLICATION SERVICES",""
"C1193591","SOLUTIONS_DELIVERY_CLINICAL","SOFTWARE REQUEST","3","ESS - RESEARCH","05/02/17 08:48:48","","","PENDING CUSTOMER","B-Line Medical Video at CRMH (Video trauma team activities)","B-Line Medical Video at CRMH
IEAC: 27.8
Requested By Date: 09/11/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
Please refer to Edison request C1159650 - for TSG to identify a solution for videotaping trauma team activities in rooms Trauma A and B in the ED at CRMH.
Provide clinical and/or financial background information pertinent to the business need:
B-Line has been identified as a viable solution.
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? Accessed on only one PC located in the Trauma PI office (Dan Freeman) on 9 South at CRMH.
  What other vendors were researched and considered for this solution? Mangold,  Lee Hartman
  Please list at least 2 reference locations (non-Carilion) that are using this product: None
  Please provide the name of the selected vendor: B-Line
  Please provide the URL of the selected vendor's web site: wwwblinemedical.com
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? Inability to observe team resuscitation of critically injured patients and a missed opportunity to inmprove patient care and outcomes and provide data about quality.
Who is your financial advisor? Regina Martin
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
Better patient care through teamwork would decrease length of stay in ED and assist with throughput as well as improve outcomes, decrease length of hospital stay.
Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient, Employee
Is this a clinical or non-clinical based system? Clinical","ACWRIGHT","1500","HEALTHY COMMUNITIES","YES","PEKANODE","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1193729","INTAKE_IT_GOVERNANCE","SOFTWARE REQUEST","3","ESS - RESEARCH","05/02/17 12:44:30","","","PENDING REVIEW","Implement the Epic Rehab module","Utilize the rehab for the IRF to have information needed for CMS  payment r/t IRF-PI
Requested By Date: 05/03/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
Utilize the rehab module which will allow the IRF to have information needed for CMS  payment r/t IRF-PI; reporting patient outcomes, reports, see rolling 7 min for therapy, etc
Provide clinical and/or financial background information pertinent to the business need:
This rehab module would enable us to capture potential revenue that we are currently loosing due to manual processes being done today.
What are you attempting to achieve and what benefits are you attempting to attain? Regulatory requirement
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? This is an Epic solution
  What other vendors were researched and considered for this solution? none
  Please list at least 2 reference locations (non-Carilion) that are using this product: This is currently an Epic product
  Please provide the name of the selected vendor: Epic
  Please provide the URL of the selected vendor's web site: none
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? continue with manual processes and negatively impact revenue
Who is your financial advisor? Carolyn Brandt
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
Convert a manual process to an electronic process which will impact FTEs
Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient
Is this a clinical or non-clinical based system? Clinical","KFCHALFLINCH","3000","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","INTAKEPROCESS","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1194677","INTAKE_IT_GOVERNANCE","SERVICE CATALOG REQUEST","1","ESS - RESEARCH","05/05/17 11:41:37","","","PENDING REVIEW","2.6 Nursing Remote Sitter ROI Analysis","Meg needs assistance determining the potential ROI on a remote sitter solution for the Clinic.

Nursing Remote Sitter - Assistance with determining the potential ROI for organization

Is this for a new FTE (Full Time Employee)?
No
What device(s) will you be implementing?:
PC / Computer: null
Laptop: null
Printer: null
Scanner: null
Webcam: null
Monitor: null
Docking Station: null
Keyboard: null
Mouse: null
Other: Remote Patient Monitoring System
Location: ROANOKE MEMORIAL HOSPITAL
Floor: null
Room: null
Cost Center: 01-01-7161-800400
Requested By Date: 08/15/17 00:00:00
Description:
Meg needs assistance determining the potential ROI on a remote sitter solution for the Clinic.

Currently Carilion utilizes real sitters to stay in rooms with patients who are consider high risk for falls.   Meg wants to research the potential ROI of implementing a remote sitter solution that would have electronic in-room surveillance equipment feeding back to a central location.

Meg is analyzing cost data on the current state.  She will eventually need technology cost estimates from TSG for the ROI.","KAOLINGER","","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","INTAKEPROCESS","0","","NOT.LISTED","HARDWARE SERVICES",""
