Change No.,Assign Dept,Category,Chs Change Level,Current Phase,Orig Date Entered,Requested Date,Close Time,Change Status,Title,Description,Requested by,Estimated LOE,Chs 2020 Focus,Chs Project,Owner,Chs Est Hours over 100,Priority Code,Logical Name,Affected Item,Actual Outage End
"C1194353","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","1","ESS - IMPLEMENTATION","05/04/17 10:52:21","08/01/17 00:00:00","","IN PROGRESS","AEAC: 47.8 Dr. Ben Davis is requesting that the nurses in the wound care clinic have access to take photos on Haiku and have a device to do so. The current workflow was that nurses took the wound photos with their clinic camera when undressing the wound.","Dr. Ben Davis is requesting that the nurses in the wound care clinic have access to take photos on Haiku and have a device to do so. The current workflow was that nurses took the wound photos with their clinic camera when undressing the wound. They now need to be able to capture these images using Haiku. Often the nurses in the wound clinic are the only ones with an opportunity to visualize a wound prior to treatments such as wound vac dressing changes and daily hyperbaric treatments. Dr. Davis would like to discuss this optimization further with physician informatics and requests to be contacted.

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Documentation Improvement

Who will be impacted by this Optimization: 2-CLINIC / NON-HOSPITAL

Benefit / Value: 
Improved documentation and patient care. ","STRACZ","6","","NO","DLCAMERON","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1194365","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","1","ESS - RESEARCH","05/04/17 11:15:00","10/28/17 00:00:00","","IN PROGRESS","This request is to implement E-Visits for additional FCM practices. The department of Family and Community Medicine would like to move forward with implementing E-Visits (only available to patients covered under the Carilion Health Plan) for the following","Fall 2017 --   FCM to send initial communication then TSG will send along with training powerpoint.  Scope changed to include all FCM sites that are not currently using e-visits via MyChart.  Scope includes all FCM providers including ACP's.  This request is to implement E-Visits for additional FCM practices. The department of Family and Community Medicine would like to move forward with implementing E-Visits (only available to patients covered under the Carilion Health Plan) for the following sites: FP Dayton, FP Fort Defiance, FP Bridgewater, FP Waynesboro, FP Weyers Cave, and, FP Martinsville.

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Throughput and Access

Who will be impacted by this Optimization: 2-CLINIC / NON-HOSPITAL

Benefit / Value:
E-Visits are billable and allow patients to receive quick online care for common conditions. E-Visits help to improve access and enhance population health management services provided to the community.","ICMALLENBAUM","60","","NO","KMGILLIAM","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1194454","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - RESEARCH","05/04/17 14:29:20","","","IN PROGRESS","AEAC: 27  ""I had a meeting with Jason from the AMB build team to confirm some details with him. I had some questions from our meeting today and Jason was able to confirm that all things mentioned by me will work with your needs. Those things are listed be","Meeting scheduled for September 5th.  ""I had a meeting with Jason from the AMB build team to confirm some details with him. I had some questions from our meeting today and Jason was able to confirm that all things mentioned by me will work with your needs. Those things are listed below.

-MyChart Questionnaire entry for HOOS/KOOS/Pomis survey
        *Survey can be entered before the patient arrives through Mychart
        *Survey can be entered on iPad devices in ION clinic
-Survey results can also be manually entered through a flowsheet by nurse or whomever has access to flowsheets (for patients who refuse MyChart).
-Reporting for both survey gathering methods (Mychart/Flowsheet) can be funneled into the same reportable data
-Review Flowsheets in Epic will also be available to view data as well.""




Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Population Health

Who will be impacted by this Optimization: 2-CLINIC / NON-HOSPITAL

Benefit / Value:
improve documentation","MLSPEAKER","","","NO","KMGILLIAM","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1194462","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","05/04/17 14:43:31","","","NOT STARTED","IEAC:  35.7 The Hospitalist service is now starting with an average of 230-240 patients, discharging 30-40 patients per day, and admitting an average of 50 patients per day.  Reviewing the daily lists (16 providers) and reassigning patients in our geograp","IEAC:35.7  The Hospitalist service is now starting with an average of 230-240 patients, discharging 30-40 patients per day, and admitting an average of 50 patients per day.  Reviewing the daily lists (16 providers) and reassigning patients in our geographic system is now taking upwards of an hour daily, some days more.  The stress of dividing is causing group stress and loss of faith in our geographic alignment.  We are concerned about dropped patients and wasted physician time due to dividing.  Due to the large numbers of patient downgrades, lateral moves, and ED boarding, the lists have to be checked manually each morning to see where specific patients landed - and then patients are manually assigned to a list based on location (or chance).   We are seeking a technology solution via Epic to automatically generate our patient lists in order to accurately assign patients and reduce the workload on our physicians.  The geographic model is the core strategy of care delivery moving forward, and we must ensure it is successful.

Epic application module to be optimized: Inpatient

Improvement Initiative this Optimization will effect: Throughput and Access

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value:
-auto divided lists will preserve fairness, save 14-20 hours per week of physician time (there are 2 dividers), and reduce the risk of having dropped patients
-auto divided lists will 'search' out and group geographic patients in a far more efficient way than the current manual process","SCLEE","","","NO","","0","","EPIC CARE INPATIENT ","APPLICATION SERVICES",""
"C1194669","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - IMPLEMENTATION","05/05/17 11:29:24","12/31/17 00:00:00","","PENDING CUSTOMER","CAPSESP Pharm: Matt is working from a human factors position on a possible redesign of Epic medication labels.  He would need a way to redesign the labels in a testing environment or someone assigned to assist with this.  He has already reached out to ph","Matt is working from a human factors position on a possible redesign of Epic medication labels.  He would need a way to redesign the labels in a testing environment or someone assigned to assist with this.  He has already reached out to pharmacy to obtain all regulatory and legal requirements for any new design.

Epic application module to be optimized: Pharmacy

Improvement Initiative this Optimization will effect: null

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value: 
The benefit is a potential decrease in medication errors that are due to possible confusion from labels.  As part of a potential RCA identified in a serious safety event and to minimize the risk of future harm to patients throughout the Carilion System, the current labels need to be tested against other possible designs.  It is a requirement for the SSERC to test front line staff as to how the information displayed effects the visibility, recognition, error detection and overall usability attributes of our current medication labeling designs.","CLBLACKBURN","100","","NO","SKRONK","0","","EPIC RX","APPLICATION SERVICES",""
"C1194739","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","05/05/17 13:07:21","","","NOT STARTED","IEAC:  21.7 Investigate options that utilize Epic to order adenosine for Primary Pulmonary Hypertension (PPH) challenge testing.  This will be for CNRV only.","IEAC: 21.7 Investigate options that utilize Epic to order adenosine for Primary Pulmonary Hypertension (PPH) challenge testing.  This will be for CNRV only.

Each challenge requires adenosine (mg) = [1.5 x pt wt (kg)] + [60 mL overfill] in an empty IV bag.

Dose is 50 mcg/kg/min x 2 min, followed by 100 mcg/kg/min x 2 min, followed by 200 mcgkg/min x 2 minutes, followed by 400 mcg/kg/min x 2 min.

Epic application module to be optimized: Pharmacy

Improvement Initiative this Optimization will effect: null

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value:
safety, quality","BKWALLACE","","","NO","","0","","EPIC RX","APPLICATION SERVICES",""
"C1194986","SOLUTIONS_DELIVERY_CLINICAL","RFC - IMPLEMENTATION","3","RFC - REQUEST FOR CHANGE","05/08/17 09:56:55","","","NOT STARTED","This RFC is to assemble the necessary resources to evaluate and propose a solution for using Epic Wi","[USL] This RFC is to assemble the necessary resources to evaluate and propose a solution for using Epic Wisdom (dental clinic module) in combination with the Sectra PACS system to replace Eaglesoft in the dental clinics.  Wisdom is not currently equipped to funciton as a dental image PACS.  Wisdom relies on using links to another image storage solution much as Epic relies on links to Sovera for document image storage/display.

The Carilion dental clinics currently utilize Eaglesoft as their solution for practice management and dental PACS.

Initially anticipated milestones:
1) Evaluate Wisdom vs Eaglesoft from practice managment/documentation perspective, identify gaps, opportunities
2) Evaluate Sectra as the image storage/PACS solution in the context of Wisdom.  Consider Epic recommendations, Epic BLOB server, etc.
3) Evaluate prospect of migrating images currently stored in Eaglesoft to the Sectra PACS, migrating other patient record information/documentation from Eaglsoft to Wisdom.
4) Evaluate prospect of interfacing current imaging sensors in the dental clinics to the Sectra PACS vs. Eaglesoft.
5) Consider current evaluation of a solution for CNRV to support digital dental imaging.

This initiative will most likely involve input/participation from three vendors: Epic, Sectra, Patterson (Eaglesoft), and TSG teams including Imaging, Administrative Applications (Eaglesoft suppot), Field Support, Systems Engineering, Systems Analysts, Networking, and Integration.

Initial guidance to launch this initiative came from Mac Marlow.","GTWOLFORD","","","NO","","0","2 - HIGH","SECTRA PACS","APPLICATION SERVICES",""
"C1195249","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - REQUEST FOR CHANGE","05/09/17 09:43:36","","","NOT STARTED","Image:   Radiant IR Backlog Item - Develop a workflow for Scrub Tech/Relief Staff within the IR module.","Radiant IR Backlog Item - Develop a workflow for Scrub Tech/Relief Staff within the IR module.

Epic application module to be optimized: Radiology (Radiant)

Improvement Initiative this Optimization will effect: Throughput and Access

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value: 
This will improve documentation, throughput, and care by creating a process for scrub techs and relief staff to accurately document their assessments to the patient's chart.
Please work with Roger Haynes or Saeb Abdelhadi for more background on the request.","DPMARTIN","","","NO","","0","","EPIC RADIANT ","APPLICATION SERVICES",""
"C1195253","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - REQUEST FOR CHANGE","05/09/17 09:45:49","","","NOT STARTED","Image:  Radiant IR Project - Backlog Item Conversion to Optimization Request. Create a dynamic dashboard-like view for IR Radiologist.","Radiant IR Project - Backlog Item Conversion to Optimization Request. Create a dynamic dashboard-like view for IR Radiologist.

Epic application module to be optimized: Radiology (Radiant)

Improvement Initiative this Optimization will effect: Throughput and Access

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value: 
Saeb has been in contact with Radiologists within IR and Epic to help identify options on what can be done within Epic to facilitate the desired workflow for IR Providers to have a dynamic view of their active and future cases.","DPMARTIN","","","NO","","0","","EPIC RADIANT ","APPLICATION SERVICES",""
"C1195257","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - REQUEST FOR CHANGE","05/09/17 09:53:03","","","NOT STARTED","Image:  Epic IR Backlog Conversion - Create a Visitor Status Board. Create and implement a pre-login visitor status board for family members to see the current location and status of their family member.","Epic IR Backlog Conversion - Create a Visitor Status Board. Create and implement a pre-login visitor status board for family members to see the current location and status of their family member.

Epic application module to be optimized: Radiology (Radiant)

Improvement Initiative this Optimization will effect: Throughput and Access

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value: 
Due to the workflows in IR that potentially place patients on multiple floors throughout their IR care, a visitor status board that identifies WHERE a loved one is in the facility would be a marked improvement for patient and family engagement.","DPMARTIN","","","NO","","0","","EPIC RADIANT ","APPLICATION SERVICES",""
"C1195386","SOLUTIONS_DELIVERY_NONCLINICAL","SERVICE CATALOG REQUEST","4","ESS - REQUEST FOR CHANGE","05/09/17 14:13:56","","","NOT STARTED","ADD a new button under the Academic Service Request section titled Academic Project Request.  Please route all submissions from customers selecting this Academic Project Request button directly to the Intake Triage Group to be reviewed and routed through ","Software or Application: EDISON

Requested By Date: 05/19/17 00:00:00

Description:
ADD a new button under the Academic Service Request section titled Academic Project Request.  Please route all submissions from customers selecting this Academic Project Request button directly to the Intake Triage Group to be reviewed and routed through the Solutions Delivery Path.
Rationale:
All other buttons under Academic Service Request are routed directly through the Operations & Support Path and our customer are selecting from the current buttons the closest item to the description of their project request, hence their projects are unnecessarily being routed through Operations & Support.  Adding the Academic Project Request button and routing through the Solutions Delivery Path will minimize confusion and unnecessary delays in the project review process.","MAWOMACK","","","NO","","0","","EDISON","APPLICATION SERVICES",""
"C1195570","SOLUTIONS_DELIVERY_CLINICAL","RFC - IMPLEMENTATION","1","RFC - IMPLEMENTATION","05/10/17 09:25:47","08/12/17 00:00:00","","IN PROGRESS","2017.3 Release","2017.3 Release","DPMARTIN","300","","NO","DPMARTIN","0","1 - CRITICAL","EPIC CARE INPATIENT","APPLICATION SERVICES",""
"C1195856","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","05/11/17 07:22:39","","","NOT STARTED","AEAC: 25.7  Create a guarantor check that would prompt a user in Registration to set up a new guarantor account when the ""minor"" patient [under a parent's guarantor account] becomes an adult = 18 years old. This would prevent users from incorrectly adding","Create a guarantor check that would prompt a user in Registration to set up a new guarantor account when the ""minor"" patient [under a parent's guarantor account] becomes an adult = 18 years old. This would prevent users from incorrectly adding new encounters to a parent's guarantor account - which could be classified as a HIPAA violation/breach.  The example below is one example of a type I receive to fix from patient services on a weekly basis. The error prompt should be a ""STOP"" sign similar to others we have currently set up in Registration as a 100 level error.  Example: HB account 500511222 and 500516604 needs to be changed to Mitchell Quinn  [patient was 20 yrs old at time of service]...Registration Standards Steering committee has given the approval to submit the Opt.
Thank you

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Documentation Improvement

Who will be impacted by this Optimization: 2-CLINIC / NON-HOSPITAL

Benefit / Value: ","KSTHOMPSON","","","NO","","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1195906","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","4","ESS - REQUEST FOR CHANGE","05/11/17 09:44:29","","","NOT STARTED","New Clinical Trial build needed: Carmouche Pfizer Strive B3451002","Attn: Mattie Tenzer/Pam Trigger

New Clinical Trial build needed:

Carmouche Pfizer Strive B3451002

PI: Jonathan Carmouche
Study Coordinator: Andrew Benson

Billing Grid is attached. This study is slated to begin enrollment on 5/25/2017.

Epic application module to be optimized: Inpatient

Improvement Initiative this Optimization will effect: Regulatory

Who will be impacted by this Optimization: 3-UNIT / DEPT

Benefit / Value: 
This is required for compliant clinical research billing and documentation.
Please contact Andrea Bidanset for any questions.
Thank you!","ALBIDANSET","","","NO","","0","","EPIC CARE INPATIENT ","APPLICATION SERVICES",""
"C1196063","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - REQUEST FOR CHANGE","05/11/17 14:03:28","","","NOT STARTED","IEAC:  58.7 There are some issues with Cardiopulm rehab orders --- I had a meeting today and was hoping that you guys could help me test a solution for them.","IEAC: 58.7 There are some issues with Cardiopulm rehab orders --- I had a meeting today and was hoping that you guys could help me test a solution for them.

Scenario --

IEAC: Inpatient cardiac patients sometimes need Cardiopulm Rehab.  (note - not all patients qualify for this)  Currently, Cardiopulm nurse have rounds at the hospital where they assess the patients.  Currently, when they do their assessment - if a patient qualifies for rehab, they inbasket Sybil Calhoun to get the patient scheduled....WITHOUT AN ORDER.  We need an order,  CMS needs an order - etc etc.

So, apparently the cardiac providers and attendings don't know which patients qualify for this service and which ones do not.  Therefore, they don't want to place a rehab order for every cardiac patient.  However, the order has to be placed prior to the discharge for the order to ""count"" for the action registry.  (we have not been getting credit for the services since they were not placing orders)

I am told that the providers have to go into the discharge navigator to place an outpatient order.  Apparently this is pretty tricky and they could accidentally trigger the patient discharge if they are not careful.

If the nurses who are rounding change their context, could the do an orders only encounter to place the rehab order?

I have the names of 2 nurses that we could test this on.  Thoughts?

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Documentation Improvement

Who will be impacted by this Optimization: 3-UNIT / DEPT

Benefit / Value:
Better patient tracking of referral timeline and scheduling, to qualify for action registry.","CSPETTERSEN","","","NO","","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1196168","SOLUTIONS_DELIVERY_NONCLINICAL","SERVICE CATALOG REQUEST","3","ESS - REQUEST FOR CHANGE","05/11/17 23:39:01","","","NOT STARTED","Please add CV_Informatics_Team to HP Service Manager","Software or Application: HP SERVICEMANAGER

Requested By Date: 05/19/17 00:00:00

Description:
Please add CV_Informatics_Team to HP Service Manager

1. Detailed explanation of what the group will be doing
- CV Informatics team builds in Cupid application and records would be documented in HPSC for approval. Currently we send email to TSG Cupid team and they have to enter this information in HPSC for us.
- We would like to be able to assign task to other teams when working on projects together
- It would also be helpful for us to be able to see who is on call for other teams if/when help is needed for problem resolution.


2. Group Name = CV_Informatics_Team

3. Incident Escalation path
- Manager - Elvir Sabanovic

4. What type of shift the group will need
- I would like to be able to manage on call shifts for the team in xMatters

5. Having a CV_Informatics_Team in xMatters would help with the call/resolution documentation. In addition, this would make it easier for TSG teams to identify who is supporting Cardiology application and which team should be notified.","EXSABANOVIC1","","","NO","","0","","HP SERVICEMANAGER","APPLICATION SERVICES",""
"C1196230","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - REQUEST FOR CHANGE","05/12/17 10:19:56","","","NOT STARTED","ED:  We (Emergency Department Leadership) have been working with Health Analytics on request SD812550/C1186538.  The work on the analytics side is nearing completion and will need assistance from EPIC on integration of this data into the EPIC workflow.","We (Emergency Department Leadership) have been working with Health Analytics on request SD812550/C1186538.  The work on the analytics side is nearing completion and will need assistance from EPIC on integration of this data into the EPIC workflow.

Epic application module to be optimized: ED (ASAP)

Improvement Initiative this Optimization will effect: Throughput and Access

Who will be impacted by this Optimization: 3-UNIT / DEPT

Benefit / Value: 
Studies show that patients who are informed about wait times have a better overall experience.  We are seeking to have this data integrated into the workflow for better usability.  ","BAJONES","","","NO","","0","","EPIC ASAP ","APPLICATION SERVICES",""
"C1196295","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","2","ESS - REQUEST FOR CHANGE","05/12/17 13:29:33","","","NOT STARTED","RESEARCH:  This is a placeholder to implement the new views of Epic Research Billing grids, to better improve the research coordinators workflow. The new upgrade of Epic has better functionality, and Barbara Boatwright suggests that we move forward with i","This is a placeholder to implement the new views of Epic Research Billing grids, to better improve the research coordinators workflow. The new upgrade of Epic has better functionality, and Barbara Boatwright suggests that we move forward with implementation. Barbara, Min and I will work together and with Andrea Bidanset to implement. Barbara doesn't feel this will take long.

Epic application module to be optimized: Billing (Hospital)

Improvement Initiative this Optimization will effect: null

Who will be impacted by this Optimization: 3-UNIT / DEPT

Benefit / Value: 
Much improved workflow which should decrease errors in research billing, with charges incorrectly sent to patient or payor.","MMTENZER","","","NO","","0","","EPIC HOSPITAL BILLING","APPLICATION SERVICES",""
"C1196324","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","1","ESS - RESEARCH","05/12/17 14:38:24","09/30/17 00:00:00","","PENDING CUSTOMER","COG:  Enhanced Recovery Orderset:  Hernia","Please see attached order set that Dr. Curtis Bower is requesting for Enhanced Recovery Hernia. It will need its own number but will be using many features of the colorectal order set.  I have talked with Tricia Mcbryde and instructed to submit the optimization and it would be maintenance as it is not a completely new order set. Please advise if this is not right and a new optimization is needed for a ""new "" order set. Please call or email with questions


ID and Name of the Order Set: 
2797 colorectal mirror this order set and give a different number for Enhanced Recovery Hernia","CWHODGES1","8","","NO","TAMANIER","0","","EPIC CARE INPATIENT","APPLICATION SERVICES",""
"C1196377","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - IMPLEMENTATION","2","RFC - REQUEST FOR CHANGE","05/12/17 15:48:56","","","NOT STARTED","Integrate AHRQ quality measures with logical data warehouse.","Integrate AHRQ quality measures with logical data warehouse.","OSHABESTARI","","","NO","POSPARKS","0","2 - HIGH","ENTERPRISE DATA WAREHOUSE","APPLICATION SERVICES",""
"C1196471","SOLUTIONS_DELIVERY_NONCLINICAL","SERVICE CATALOG REQUEST","3","ESS - REQUEST FOR CHANGE","05/15/17 09:31:55","","","NOT STARTED","it would be nice if the change owners name or userid could show up in the Subject line of the IT StakeHolder Notification Email.","Software or Application: HP SERVICEMANAGER

Requested By Date: 07/15/17 00:00:00

Description:
it would be nice if the change owners name or userid could show up in the Subject line of the IT StakeHolder Notification Email.

Ex:  IT StakeHolder Notification - Change Number C1196455 has been Approved (Linda Padgett)","RRFISHER","","","NO","","0","","HP SERVICEMANAGER","APPLICATION SERVICES",""
"C1196479","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","1","ESS - RESEARCH","05/15/17 09:44:06","09/23/17 00:00:00","","PENDING CUSTOMER","CAPSESP  FCM:  66 Per CMS guidelines the PHQ 2/9 should be documented on an annual basis for patients 12 yrs and older. The Ambulatory Quality Committee would like to request a BPA that triggers for the ACO traditional Medicare patients only (it should be","Per CMS guidelines the PHQ 2/9 should be documented on an annual basis for patients 12 yrs and older. The Ambulatory Quality Committee would like to request a BPA that triggers for the Next Generation ACO patients (have a health maintenance modifier of NGACO).  This should trigger for patients 12 and older who have not had a phq 2 or 9 score documented within the last year.  The BPA should link the rooming clinician (CMAs, RNs, and LPNs) to the PHQ 9 Activity for them to complete the screening.  This should trigger for office visits.  Additionally, the BPA should exclude patients with a diagnosis of ""depression"".  Hopefully there is a Depression grouper that can be used for this exclusion.  This should apply to FCM and IM, and should not fire again until the first office visit during the next calendar year.

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Regulatory

Who will be impacted by this Optimization: 2-CLINIC / NON-HOSPITAL

Benefit / Value:
This will help ensure we are screening traditional medicare patients for depression on an annual basis, which is a CMS measure.","EHDEACON","25","","NO","PLWHITESCARVER","0","","EPIC CARE AMBULATORY ","APPLICATION SERVICES",""
"C1196508","SOLUTIONS_DELIVERY_CLINICAL","RFC - MAINTENANCE","3","RFC - REQUEST FOR CHANGE","05/15/17 10:53:44","","","NOT STARTED","IEAC: 33.9 Report an Issue: Epic","IEAC: 33.9  5/9/17 - Update from GGarza:
Spoke with Dr. Shakhatreh -
He wants a column that is list specific - on the Patient Lists that he and those in his division share.
However, if the patient appears on two lists, and he puts a note or date on one list - he does not want to see the same note on that Patient in another list.

Please see attached pdf of my email to Drs. Truxillo and Marcus.

5/9/17 (IM382294)
Epic:

Hello Marcus,

Most of us in my division use patient lists to manage patients (both inpatients and outpatients who need followup, procedures, etc.). I wonder if there is a way to add a column in patient lists that tells us when the patient was added to that specific list? Or alternatively, if there is a way one can type a note to oneself that could be displayed in the lists?

Thanks,
Mohammad

Additional Data:

Impact: 3 - Entire unit / department
User Name: mlspeaker
Department: fp so","MLSPEAKER","","","NO","","0","2 - HIGH","EPIC CARE INPATIENT","APPLICATION SERVICES",""
"C1196806","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - MAINTENANCE","4","RFC - RESEARCH","05/16/17 10:47:08","06/29/17 00:00:00","","PENDING CUSTOMER","Hyperion Planning-Develop a process to remove parent members or delete data stored above level 0 in Entities dimension.","This RFC is a result of incident IM383096.
From the incident: ""Issue with level 0 data storage. Once a refresh runs and changes are made to the outline, parent members that become level 0 members are storing data in the total organization hierarchy.""

Need to research options and develop a refresh process that will remove ancestors of level zero members when there are no cost centers left at level 0 in that hierarchy or at least clear any data stored in the ancestor members. Otherwise, the finance department will need to manually remove the members within the Planning application, which is time consuming and allows opportunity for loss of data if a member is deleted accidentally.","MABLANCHARD","12","","NO","DMLINKOUS","0","4 - LOW","HYPERION (EAS) ","APPLICATION SERVICES",""
"C1197076","SOLUTIONS_DELIVERY_CLINICAL","SERVICE CATALOG REQUEST","2","ESS - REQUEST FOR CHANGE","05/17/17 09:49:00","","","NOT STARTED","IT:  Vendor work-Workflow, email template, and email notifications created and to be sent to any Physician system-wide where their patient has reported a complaint - This is a Dr Gleason Request so this went to Kathleen Baudreau/Josh Clark to approve","
Software or Application: SAFEWATCH

Requested By Date: 05/18/17 00:00:00

Description: 
Vendor work-Workflow, email template, and email notifications created and to be sent to any Physician system-wide where their patient has reported a complaint - This is a Dr Gleason Request so this went to Kathleen Baudreau/Josh Clark to approve
Confirmed with RK that this can be done even though the email recipients are not licensed users and this crossees a different type of module - after building needs thorough testing
Need Operational approval to have vendor to work which are billable hours****","RLMAUER","","","NO","","0","","SAFEWATCH","APPLICATION SERVICES",""
"C1197079","SOLUTIONS_DELIVERY_CLINICAL","SERVICE CATALOG REQUEST","3","ESS - REQUEST FOR CHANGE","05/17/17 09:51:04","","","NOT STARTED","Vendor Riskonnect work-Change to verbiage of confirmation messaage on Portal after an event is submitted","Software or Application: SAFEWATCH

Requested By Date: 05/18/17 00:00:00

Description:
Vendor Riskonnect work-Change to verbiage of confirmation messaage on Portal after an event is submitted
Note:This will burn support hours since only RK can perform changes on portal - once built in Dev-testing  once built in Prod-test
need approval by operations to ask vendor to do work","RLMAUER","2","CLINICAL ADVANCEMENT AND PATIENT SAFETY","NO","","0","","SAFEWATCH","APPLICATION SERVICES",""
"C1197090","SOLUTIONS_DELIVERY_CLINICAL","SERVICE CATALOG REQUEST","2","ESS - REQUEST FOR CHANGE","05/17/17 10:08:24","","","NOT STARTED","IT:  New workflow when Employee has not appeared at Empl Health after 3 days from Event and will need new field to be auto-updated when flow is used","
Software or Application: SAFEWATCH

Requested By Date: 05/18/17 00:00:00

Description: 
New workflow when Employee has not appeared at Empl Health after 3 days from Event and will need new field to be auto-updated when flow is used
loe-4hr","RLMAUER","","","NO","","0","","SAFEWATCH","APPLICATION SERVICES",""
"C1197091","SOLUTIONS_DELIVERY_CLINICAL","SERVICE CATALOG REQUEST","2","ESS - REQUEST FOR CHANGE","05/17/17 10:09:26","","","NOT STARTED","IT:  New workflow when Employee has not appeared at Empl Health after 5 days from Event and will need new field to be auto-updated when flow is used","
Software or Application: SAFEWATCH

Requested By Date: 05/18/17 00:00:00

Description: 
New workflow when Employee has not appeared at Empl Health after 5 days from Event and will need new field to be auto-updated when flow is used
loe- 3hr","RLMAUER","","","NO","","0","","SAFEWATCH","APPLICATION SERVICES",""
"C1197092","SOLUTIONS_DELIVERY_CLINICAL","SERVICE CATALOG REQUEST","2","ESS - REQUEST FOR CHANGE","05/17/17 10:10:28","","","NOT STARTED","Workflow with email notificaiton alerting Empl Health of events 5 days and later after date of event","
Software or Application: SAFEWATCH

Requested By Date: 05/18/17 00:00:00

Description: 
Workflow with email notificaiton alerting Empl Health of events 5 days and later after date of event
loe- 3hr","RLMAUER","","","NO","","0","","SAFEWATCH","APPLICATION SERVICES",""
"C1197096","SOLUTIONS_DELIVERY_NONCLINICAL","EPIC SERVICES REQUEST","3","ESS - REQUEST FOR CHANGE","05/17/17 10:14:39","","","NOT STARTED","Based on approval from Data Governance Council, please add ""Highest Level of Education"" to the registration form.","Based on approval from Data Governance Council, please add ""Highest Level of Education"" to the registration form.

Epic application module to be optimized: ADT / Registration (Prelude)

Improvement Initiative this Optimization will effect: null

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value: 
This will enable analysis of data based on highest level education. In addition, it helps in clinical planning as it is highly related with adherence to medication orders and other modalities of treatment.","OSHABESTARI","","","NO","","0","","EPIC IDENTITY (EMPI) ","APPLICATION SERVICES",""
"C1197098","SOLUTIONS_DELIVERY_NONCLINICAL","SERVICE CATALOG REQUEST","2","ESS - RESEARCH","05/17/17 10:22:43","","","IN PROGRESS","Michele Wheeler instructed me to submit an edison request to get a SalesForce demonstration for myself, Pauline (Monique) Walker, Mike Kalafut, Larry Carter, and Donna Venable related to worker compensation revenue cycle improvement.  One challenge that r","Software or Application: UNLISTED DESKTOP APPLICATION

Cost Center: 13719567

Quantity: 1

Requested By Date: 05/18/17 00:00:00

Description: 
Michele Wheeler instructed me to submit an edison request to get a SalesForce demonstration for myself, Pauline (Monique) Walker, Mike Kalafut, Larry Carter, and Donna Venable related to worker compensation revenue cycle improvement.  One challenge that revenue cycle faces is accuracy of information (ie employer, employer mailing address, etc.) from the patient during visits which creates downstream denials delaying cash.  If we like the demonstration Salesforce will be a necessary application that we would need to integrate into our work flow for workers compensation claims.","BEBURROW","","","NO","MGWHEELER","0","","UNLISTED DESKTOP APPLICATION","DESKTOP SERVICES",""
